split,id,reason,question,answer_text,answer_start
train,0057-0002-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bồ Đào Nha thành lập một đế quốc tòan cầu bao gồm thuộc địa của những châu lục nào thông qua thám hiểm hàng hải trong suốt thế kỷ XV và XVI?,"hâu Phi, châu Á và Nam Mỹ",125
train,0057-0002-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bồ Đào Nha nhận kết quả như thế nào sau khi thành lập một đế quốc tòan cầu?,"rở thành một trong những nền kinh tế, chính trị và quân sự mạnh nhất thế giới",153
train,0057-0002-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Năm 1580, Liên minh Iberia gồm những nước nào?",Bồ Đào Nha liên minh với Tây Ban Nha,242
train,0057-0003-0007,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đơn vị thuộc địa nào lớn nhất tại Nam Mỹ của Bồ Đào Nha?,Brasi,121
train,0057-0004-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bồ Đào Nha là thành viên của những tổ chức quốc tế nào trên tòan cầu?,"Liên Hiệp Quốc, Liên minh châu Âu, Khu vực đồng euro, và OECD",423
train,0057-0014-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Dân chúng Bá quốc Bồ Đào Nha với tư cách là người Galicia đã tự mình đấu tranh nhằm mục đích gì?,uy trì quyền tự trị của Galicia,478
train,0057-0023-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự suy thóai của Bồ Đào Nha khi bị Napoleon chiến đóng kéo dài đến thế kỉ thứ mấy?,thế kỷ XX,761
train,0057-0024-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Trrong gia đọan mất mát lãnh thổ, Bồ Đào Nha đã tập trung vào làm những việc gì?",bành trướng các tiền đồn của họ tại châu Phi,208
train,0057-0025-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân dẫn đến cuộc chiến tranh thực dân Bồ Đào Nha kéo dài 13 năm là gì?,ùng phát các phong trào độc lập tại các tỉnh hải ngọai Angola và Mozambique,32
train,0057-0027-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trước tình hình kinh tế Bồ Đào Nha xấu đi buộc chính phủ phải làm gì?,heo đuổi các chương trình ổn định do IMF giám sát vào năm 1977–78 và 1983–85,481
train,0057-0038-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ở Gerês có những lọai rừng nào?,ừng lá rụng và lá kim,143
train,0057-0046-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mục địch nào mà Bồ Đào Nha sáng lập ra Cộng đồng các quốc gia nói tiếng Bồ Đào Nha?,thúc đẩy liên kết kinh tế và văn hóa mật thiết hơn giữa các quốc gia nói tiếng Bồ Đào Nha trên thế giớ,355
train,0057-0050-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,GDP PPP bình quân đầu người cảu Bồ Đào Nha đạt bao nhiêu vào cuối năm 2016?,hơn 30 nghìn USD,224
train,0057-0066-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Có bao nhiêu người Bồ Đào Nha trở về Bồ Đào Nha khi thuộc đại thuộc địa tại châu Phi được độc lập?,800 nghìn ngườ,573
train,0057-0079-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những lọai thịt nào được dùng để làm các món thịt ở Bồ Đào Nha?,"hịt bò, thịt lợn, thịt cừu và thịt gà",324
train,0057-0081-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vị thần nào được liên tưởng khi nhắc đến Bồ Đào Nha?,thần rượu nho Bacchu,91
train,0057-0086-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những huấn luyện viên nào nổi tiếng nhất nền bóng đá Bồ Đào Nha?,osé Mourinho và Fernando Santos,473
train,0058-0004-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên liệu chủ yếu cho các món ăn ẩm thực miền Bắc là?,"chủ yếu sử dụng nước mắm lõang, mắm tôm. Sử dụng nhiều món rau và các lọai thủy sản nước ngọt dễ kiếm như tôm, cua, cá, trai, hến.",114
train,0058-0005-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các lọai mắm đặc trưng của niềm Nam?,"như mắm cá sặc, mắm bò hóc, mắm ba khía.",273
train,0058-0005-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các món ăn đặc sản chỉ có ở miền Nam là gì?,"chuột đồng khìa nước dừa, dơi quạ hấp chao, rắn hổ đất nấu cháo đậu xanh, đuông dừa, đuông đất hoặc đuông chà là, vọp chong, cá lóc nướng trui.",543
train,0058-0012-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nêu tên một số lọai cháo phổ biến ở Việt Nam?,"cháo trắng, cháo rau, cháo lươn, cháo sườn, cháo huyết, cháo tim gan (lợn), cháo gà, cháo cá ám, cháo vịt, cháo trai, cháo ếch, cháo sườn, cháo chân giò..",569
train,0058-0018-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao chúng ta nên hạn chế ăn tiết canh?,"vì có thể truyền nhiều thứ bệnh và ký sinh trùng như dịch tả, giun, sán, bệnh dại,..",430
train,0058-0021-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các dòng rượu ngon nổi tiếng ở từng địa phương?,"Rượu làng Vân (ở Bắc Ninh, còn gọi là ""Vân hương mĩ tửu""), rượu Kim Sơn ở Ninh Bình, rượu Bầu Đá (Bình Định), Rượu Mẫu Sơn (Lạng Sơn), Rượu San Lùng, Rượu Thanh Kim làm từ mầm thóc nếp (Lào Cai), Rượu ngô Bắc Hà, Rượu Xuân Đài, Rượu Xuân Thạch (Trà Vinh), Rượu Hồng Đào (Quảng Nam), Rượu Gò Đen (Long An),..",385
train,0062-0014-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tháng 10 năm 1389 xảy ra sự kiện gì?,"Chế Bồng Nga lại đánh lên Thanh Hóa, tiến vào hương Cổ V",19
train,0062-0016-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao Qúy Lý sai Đỗ Tỉnh đi đo đạc đất?,muốn di chuyển kinh đô về Thanh Hóa,93
train,0063-0049-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tên của Washington đã được vinh danh như thế nào tại Hoa Kỳ?,"Tên Washington trở thành tên của thủ đô quốc gia, Washington, D.C",73
train,0063-0057-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Theo Michael Novak và Jana Novak, việc Washington chủ ý trong việc duy trì sự mơ hồ liên quan đến nhận thức tôn giáo sâu thẳm của ông với mục đích gì?","để cho mọi người Mỹ, cả thời đó và mãi sau này, có thể cảm thấy tự ý để tiếp cận ông bằng cách riêng của mình, cũng như có thể cảm thấy mình là thành viên đầy đủ của một nền cộng hòa mới, bình đẳng với mọi người khá",185
train,0065-0001-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự hưng thịnh về văn hóa của nhà Trần là nhờ công đóng góp của những nhân vật nổi tiếng nào?,"Đòan Nhữ Hài, Mạc Đĩnh Chi, Nguyễn Hiền, Nguyễn Trung Ngạn, Trương Hán Siêu, Chu Văn An, Trần Quang Triều,..",1103
train,0065-0015-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngòai những nhân vật thuộc thế hệ thứ hai thì nhà Trần còn có các tên tuổi lớn trong lịch sử Việt Nam nào khác?,"Trần Thủ Độ, Trần Khánh Dư, Trần Quốc Tỏan..",570
train,0066-0001-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việc đầu tiên mà một nhà sản xuất phim sẽ thực hiện là gì?,"ìm kiếm các cốt truyện thích hợp từ tiểu thuyết, những vở kịch, các bộ phim khác hoặc đơn giản là những ý tưởng gốc có tính khả thi cao",112
train,0066-0006-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Phim sẽ được phát hành dưới những hình thức nào?,"dưới dạng các cuộn phim cho rạp chiếu, sau đó sẽ là DVD, VCD hoặc trước đây là băng từ VHS",81
train,0067-0001-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ban đầu Hưng Hóa được thành lập gồm bao nhiêu phủ?,"gồm ba phủ: Qúy Hóa, Gia Hưng, An Tây",302
train,0067-0002-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trung Ương đã làm gì để tăng tình đòan kết và tạo điều kiện cho sự tiến bộ cho các dân tộc Tây Bắc?,"ập khu vực tự trị của các dân tộc ở Tây Bắc, gọi là Khu tự trị Thái - Mèo theo Nghị quyết của Quốc hội vào ngày 29 tháng 4 năm 1955",323
train,0068-0002-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Người ta có thể khái niệm nhu cầu như thế nào?,"là tính chất của cơ thể sống, biểu hiện trạng thái thiếu hụt của chính cá thể đó và do đó phân biệt nó với môi trường sống",248
train,0071-0002-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tại sao nước lại bị quang ly trên bề mặt sao Kim?,"vì không có từ quyển hành tinh, hiđrô tự do có thể thóat vào vũ trụ bởi tác động của gió Mặt Trời",1065
train,0071-0005-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tại sao sao Kim lại có nhiều núi lửa?,vì lớp vỏ của nó già hơn,321
train,0071-0006-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Điều gì đã giải thích cho việc họat động trước đó của núi lửa?,"độ tập trung của lưu hùynh điôxit trong khí quyển, mà các nhà khoa học nhận thấy đã giảm đi 10 lần trong giai đọan 1978 đến 1986",450
train,0071-0011-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Dạng sống bậc thấp tồn tại ở đâu?,tại trong trung tầng và thượng tầng khí quyển,643
train,0071-0018-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Giao hội trong là gì?,khỏang cách giữa nó với Trái Đất là khỏang cách ngắn nhất từ Trái Đất đến các hành,375
train,0071-0020-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Chu kì tự quay của sao Kim thể hiện điều gì?,trạng thái cân bằng giữa hiện tượng khóa thủy triều do ảnh hưởng hấp dẫn của Mặt Trời,383
train,0071-0024-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khi nào độ sáng đạt cực đại?,tiến đến vị trí có góc ly giác lớn nhất tính từ Mặt Trờ,268
train,0071-0031-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tại sao sao Kim lại ít có khám phá?,o khí quyển quá dày,55
train,0072-0002-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tổng giá trị của khóang sản có ở tỉnh Amur hiện nay là bao nhiêu?,khỏang 400 tỉ USD,134
train,0073-0004-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bảo tồn sinh học là vấn đề với quy mô như thế nào?,tòan cầu,55
train,0073-0011-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các đợt tuyệt chủng hàng lọat trên Trái Đất gồm những đợt nào?,"ỷ Ordovic (440 triệu năm trước), Devon (370 triệu năm trước), Permi-Trias (245 triệu năm trước), Trias-Jura (200 triệu năm trước), và kỷ Creta-Paleogen (66 triệu năm trước)",240
train,0074-0008-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Trên bảng xếp hạng thế giới về các nước cần được hỗ trợ, Việt Nam đứng thứ mấy?",bảy,407
train,0074-0024-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Quốc hội đã đổi tên thành phố Sài Gòn - Gia Định sang tên gì?,hành phố Hồ Chí Minh,364
train,0074-0053-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việt Nam Cộng Hòa kiểm sóat những vùng nào?,"ven của các thành phố lớn, thị xã và các khu vực dân cư đông đúc",396
train,0074-0054-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việc tổ chức thành công họat động gì đã giúp cho nhà nước Việt Nam Dân chủ Cộng hòa khẳng định được chính danh và chủ quyền?,cuộc Tổng tuyển cử năm 1946,526
train,0075-0001-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mithridates I đã mở rộng lãnh thổ của Parthia như thế nào?,hiếm lấy Media (thuộc phía Tây Bắc Iran) và Lưỡng Hà từ vương quốc Seleukos,518
train,0075-0005-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngôn ngữ nào là chính yếu trong triều đình Parthia?,tiếng Parthia,463
train,0075-0008-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân thất bại của Antiochus III Đại đế trước cuộc phản công của Arsaces là gì?,uân đội của ông ta đang phải tham gia vào việc dập tắt cuộc nổi lọan của Molon ở Media,957
train,0075-0009-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Danh hiệu basileos trao cho Antiochus vì lý do gì?,thương lượng một giải pháp hòa bình với Arsaces II,164
train,0075-0011-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hòang cung Ecbatana được xây dựng nhằm phục vụ nhu cầu nào của hòang gia?,ơi cư trú vào mùa hè chính dành cho hòang gia,335
train,0075-0033-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao Cam Anh lại quyết định quay trở về Đại Hán?,uan lại Parthia thuyết phục ông ta rằng một chuyến du ngọan đầy hiểm họa trên biển quanh bán đảo Ả Rập là con đường duy nhất đến La Mã,296
train,0075-0039-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mục đích của hòang đế La Mã là gì khi lật đổ các vua của Osroene và Armenia?,iến chúng thành tỉnh La Mã,328
train,0075-0040-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ardahir I đã vi phạm luật lệ của Parthia như thế nào?,ừ Estakhr bắt đầu chinh phục các vùng lãnh thổ xung quanh,244
train,0075-0050-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những dòng chữ khắc Parthia liên quan như thế nào đối với các chỉ huy quân sự tại đồn trú biên phòng?,iết lộ một số các chức danh quân sự ban cho những chỉ huy,404
train,0076-0021-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những quốc gia nào đã tham gia vào việc buôn bán nô lệ da đen ở châu Phi?,"Anh, Pháp, Hà Lan..",192
train,0076-0022-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân do đâu dẫn tới sự phá họai to lớn đối với châu Phi trong sự phát triển của nó?,Sự giảm sút nghiêm trọng dân số ở châu Phi,0
train,0077-0001-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ở đại học, sinh viên căn bản phải có kiến thức gì về lý thuyết tập hợp?",bản số,469
train,0077-0006-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lý thuyết tập hợp nào đang được các nhà khoa học sử dụng nhiều nhất?,hệ thống ZF,501
train,0079-0002-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việc thành lập một nhà nước mới của Thổ Nhĩ Kỳ nhận được những phản ứng như thế nào?,ộng đồng quốc tế chỉ trích,753
train,0079-0021-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đâu là các sản phẩm nổi bật của nền công nghiệp sản xuất và chế biến của Síp?,"dệt, giày dép, may mặc xuất khẩu, chế biến nông lâm sản..",481
train,0079-0021-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tổng nguồn vốn Nhà nước kêu gọi được từ các nhà đầu tư trong năm 2007 là bao nhiêu?,"9,996 tỷ USD",634
train,0079-0023-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Do đâu mà có sự tăng trưởng tư bản được tạo ra?,hu cầu của các nhà đầu tư tới đây và những người dân ngày càng giàu lên trên hòn đảo,979
train,0079-0032-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các đội bóng nổi tiếng của Síp gồm các đội nào?,"AEL Limassol, APOLLON FC, Anorthosis Famagusta FC, AC Omonia, Apollon Ladies, Nea Salamina Famagusta, AEK Larnaca và APOEL Nicosia FC",72
train,0080-0003-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mali tiến đến thời kỳ đỉnh cao vào thời gian nào?,thế kỷ XIV,104
train,0080-0023-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tại sao tỉ lệ đến trường ở Mali lại thấp?,"do ngân sách của các gia đình không thể trang trải chi phí đồng phục, sách, dụng cụ, và các lệ phí khác để được đến trường",279
train,0080-0023-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Giới tính nào được đến trường nhiều hơn?,trai,486
train,0081-0002-0009,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao việc học của Newton bị gián đọan?,"mẹ ông, lần thứ hai góa bụa, đang cố gắng khiến ông trở thành một nông dâ",284
train,0083-0002-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bạc Liêu giao thương với Campuchia qua con đường nào?,sông Mêkông,706
train,0083-0004-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mùa khô diễn ra trong khỏang thời gian nào?,"từ tháng 10, tháng 11 năm trước đến tháng 4, tháng 5 năm sau",334
train,0083-0004-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hệ sinh thái tỉnh Bạc Liêu phát triển tốt nhất vào thời gian nào trong năm?,"từ tháng 4, tháng 5 đến tháng 10, tháng 11",412
train,0083-0009-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Làng Thạnh Thới được lập nên từ những làng nào?,Làng Châu Thới hợp nhất với làng Long Thạnh,298
train,0084-0006-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Luxembourg có thành tích gì trên thế giới vào những năm gần đây?,tốc độ tăng trưởng cao nhất trong EU,64
train,0086-0005-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Biển Đông nằm ở hướng nào so với đảo Sumatra?,đông,194
train,0087-0008-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tổ hợp căn hộ được Trump và cha ông hồi sinh được bán lại với giá bao nhiêu?,"6,75 triệu USD",782
train,0087-0008-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khỏan đầu tư hồi sinh tổ hợp căn hộ trị giá bao nhiêu?,500.000 USD,631
train,0087-0012-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trump được người cha đã mất của mình chia cho bao nhiêu tiền?,250–300 triệu USD,938
train,0087-0017-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tài sản của Trump được Forrbes ước tính là bao nhiêu năm 2011?,200 triệu USD,88
train,0087-0017-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lĩnh vực quảng bá hình ảnh cho thương hiệu và dự án đã đem lại cho Trump số tiên là bao nhiêu?,562 triệu USD,507
train,0087-0019-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Forbes công bố giá trị tài sản của Trump là 4 tỉ USD tuy nhiên theo sự kiểm tra của Bloomberg Billionaires Index thì số tiền đó là bao nhiêu?,"2,9 tỉ USD",269
train,0087-0019-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khi Trump ra tranh cử năm 2015 thì ông đã đưa ra bản số liệu về tài chính là bao nhiêu?,8.737.540.000 USD,507
train,0087-0019-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khỏan nợ của Donald Trump là bao nhiêu khi ông là ứng viên tổng thống?,ít nhất là 265 triệu USD,914
train,0087-0022-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tại sao mùa giải 1986 không được diễn ra?,USFL giành được chiến thắng trong vụ kiện cạnh tranh chống lại NFL,408
train,0087-0041-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hdioi gì jhdhhd?,"g ""bất cứ điều gì đem lại lợi ích cho các luận điể",1506
train,0087-0054-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Năm 1990 khi Taj Mahal nộp đơn xin phá sản, Janney Montgomery Scott đã yêu cầu Trump bồi thường mình bao nhiêu vì tội bôi nhọ danh dự?",2 triệu USD,455
train,0087-0062-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Alexia Palmer cho rằng mình bị trả thiếu bao nhiêu tiền?,"200,000 USD",212
train,0088-0012-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những thứ gì được trưng bày trong Viện Bảo tàng Fogg?,"nghệ thuật Tây phương từ thời Trung cổ đến thời hiện tại, nhấn mạnh đến nghệ thuật Ý thời kỳ đầu Phục hưng, nghệ thuật Anh thời tiền-Raphael, và nghệ thuật Pháp thế kỷ XIX",349
train,0088-0015-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thư viện Nghiên cứu Dumbarton Oaks được tìm thấy ở đâu của nước Mỹ?,"Washington, D.C",277
train,0088-0017-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ngòai đua thuyền, hockey trên băng, và bóng quần, Đại học Harvard còn giành ngôi vô địch ở môn thi đấu nào?",đấu kiếm nam và nữ của NCAA,515
train,0088-0019-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những tác phẩm nào của Segal cũng viết về những câu chuyện liên quan đến sinh viên Harvard?,he Class (1985) và Doctors (1988),536
train,0089-0001-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ở nhiệt độ nào, hợp kim zirconi và kẽm sẽ có từ tính?",dưới 35 K,478
train,0089-0002-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Zirconi được dùng nhiều nhất ở đâu?,rong các lò phản ứng hạt nhân,710
train,0090-0002-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mỗi khi lên cao 1 km thì nhiệt độ thay đổi như thế nào?,"giảm trung bình khỏang 6,5 °C",1054
train,0092-0013-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thể chế chính trị của Liên Xô là gì?,Xã hội chủ nghĩa,351
train,0092-0020-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lực lượng không chiến của phe nào đã tấn công Phi trường Kimpo?,Bắc Triều Tiên,47
train,0092-0037-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Quá trình di chuyển của quân Trung Quốc diễn ra vào thời điểm nào?,từ sau khi chập tối lúc 19 giờ và kết thúc lúc 3 giờ sáng hôm sau,790
train,0092-0047-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các cuộc tập thử đánh bom giả sử dụng chiến cơ B-29 đã được thực hiện tại những nơi nào?,từ Okinawa đến Bắc Triều,181
train,0092-0047-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao việc sử dụng bom nguyên tử không đem lại tác dụng như mong đợi?,vì việc phát hiện số đông lực lượng địch kịp thời thì quả là hiếm hoi,652
train,0093-0013-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Chi nhánh của Phòng thí nghiệm FBI đặt tại đâu?,Học viện FBI,912
train,0093-0023-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đặc vụ hay nhân viên hỗ trợ bị chuyển địa điểm làm việc do đâu?,nếu Cục cảm thấy cần họ hỗ trợ cho phòng đại diện hoặc một trong 400 cơ quan tại địa phương của FBI,590
train,0095-0010-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân nào dẫn đến cuộc Nội chiến Trung Quốc?,Hành động trục xuất thành viên cộng sản và cố vấn Liên Xô của Tưởng Giới Thạch,782
train,0095-0023-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trong thời gian cầm quyền ở Đài Loan giá trị tài sản của Quốc dân Đảng được ước tính là bao nhiêu?,2-10 tỷ USD,539
train,0098-0004-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Việc phân tích hình thái học, ADN và miêu tả có xác nhận được tính đơn ngành của các phân họ đâu không?",không,358
train,0100-0052-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trong cuộc xâm chiếm miền Bắc do Lee lãnh đạo đã bị chặn đứng tại trận đánh nào?,trận Antietam,183
train,0100-0075-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đức đã cuộc phản công bằng trận đánh nào sau khi bị đồng minh đẩy ra khỏi đất Pháp?,trận Bulge,89
train,0102-0001-0009,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngôi sao có khối lượng riêng lớn nhất trong hệ Mặt Trời và được đặt tên theo vị thần biển cả người La Mã?,Sao Hải Vươn,0
train,0102-0005-0007,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Galileo đã nhìn Sao Hải Vương thông qua đâu?,kính thiên vă,786
train,0102-0013-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nhiệt độ của đám mây băng nước trên Sao Hải Vươn là bao nhiêu?,0 °C,537
train,0104-0031-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những lọai vũ khí nào mà Sư đòan Đức giới đã có vào lúc trước chiến tranh kháng Nhật?,"súng trường Tưởng Giới Thạch sản xuất trong nước hoặc súng trường Mauser do Đức chế tạo, súng máy nhẹ sản xuất trong nước phỏng theo ZB vz. 26 của Tiệp Khắc, súng liên thanh macxim 24..",170
train,0106-0036-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Chính sách này từ xưa có gì sai sót?,không hạn chế sử dụng bừa bãi thuốc trừ sâu và phân bón,613
train,0106-0057-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Câu lạc bộ bóng đá lâu năm nhất tại Ireland là đội bóng nào?,Cliftonville F.C,154
train,0106-0061-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ireland là thị trường whiskey lớn nhất thế giới vào năm nào?,đầu thế kỷ XX,89
train,0107-0050-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các nhân viên hỗ trợ làm việc tại một mansio gồm những người với những vai trò nào?,"gồm người dắt la, thư ký, thợ rèn, xe ngựa, một thầy thuốc thú y, một vài quân cảnh và người đưa thư",593
